Competition,Type of race,Sex,HOST NATION,Country,DAY,MONTH,YEAR,TIME,Latitude,Longitude,NOAA Station ID,Station Location,Distance from location (km),Air Temperature (C),Dew Point (C),Wind Speed (m/s),Adjusted wind speed,Relative Humidity (%),Clouds (OKTA),Diff from requested Time (minutes),Time zone,Solar Radiation accounting for clouds (tilt surface)(W/m},Heat Index (National Oceanic and Atmospheric Administration; Last modified 2014) - [°C],Simplified Wet Bulb Globe Temperature (American College of Sports Medicine; 1984) - [°C],Wet Bulb Globe Temperature (outdoor) (Yaglou; 1956) - [°C],World Record,Standing record,Finished time (1st),Finished time (2nd),Finished time (3rd),Finished time (4th),Finished time (5th),Finished time (6th),Finished time (7th),Finished time (8th),Finished time (9th),Finished time (10th),time_avgTop3
Diamond League,5k,Women,SHANGHAI,CHINA,17,5,2015,20:26:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,20.0,18.0,2.0,0.8,88.3,8,4,8,0,20.4,23.4,18.7,00:14:11,00:14:21,00:14:14,00:14:40,00:14:42,00:14:43,00:14:55,00:14:58,00:14:59,00:15:08,00:15:14,00:15:17,00:14:32
Diamond League,5k,Women,birmingham,UK,5,6,2016,15:17:00,52.4796992,-1.9026911,3534099999,UK; BIRMINGHAM,10.9,22.0,14.0,3.1,1.3,60.5,3,3,1,170,21.8,22.7,19.2,00:14:11,00:14:13,00:15:13,00:15:13,00:15:19,00:15:24,00:15:26,00:15:27,00:15:40,00:15:41,00:15:47,00:15:48,00:15:15
Diamond League,5k,Women,brussels,belgium,9,9,2016,20:40:00,50.8436709,4.36743669,6447099999,BE; UCCLE,5.0,19.0,12.0,1.7,0.7,63.9,4,20,2,5,18.6,20.2,15.6,00:14:11,00:14:13,00:14:19,00:14:26,00:14:30,00:14:33,00:14:39,00:14:40,00:14:44,00:14:47,00:15:03,00:15:04,00:14:25
Diamond League,5k,Men,EUGENE,US,28,5,2016,13:43:00,44.0505054,-123.09505,72693024221,OR US; EUGENE MAHLON SWEET FIELD,13.2,6.7,5.0,0.0,0.0,88.9,9,11,-7,0,5.7,11.2,4.4,00:12:37,00:12:47,00:12:59,00:13:00,00:13:02,00:13:03,00:13:03,00:13:04,00:13:04,00:13:08,00:13:08,00:13:12,00:13:00
Diamond League,5k,Men,LONDON,UK,23,7,2016,16:36:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,26.0,16.0,4.2,1.7,54.1,2,24,1,1,26.1,25.8,21.1,00:12:37,00:12:47,00:12:59,00:13:15,00:13:15,00:13:15,00:13:16,00:13:17,00:13:19,00:13:23,00:13:24,00:13:24,00:13:10
Diamond League,5k,Men,OSLO,NORWAY,9,6,2016,20:45:00,59.9133301,10.7389701,1492099999,NO; OSLO BLINDERN,4.3,11.8,1.2,8.0,3.3,48.2,2,15,2,215,10.3,13.3,8.9,00:12:37,00:12:47,00:13:08,00:13:08,00:13:08,00:13:09,00:13:10,00:13:11,00:13:11,00:13:14,00:13:15,00:13:17,00:13:08
Diamond League,5k,Women,RABAT,MOROCCO,22,5,2016,18:42:00,34.022405,-6.834543,60135099999,MO; SALE,8.3,20.0,15.0,5.1,2.1,73.0,6,12,1,0,20,22,17.5,00:14:11,00:14:14,00:14:16,00:14:29,00:14:35,00:14:39,00:14:42,00:14:44,00:14:50,00:15:06,00:15:51,DNF,00:14:27
Olympic,5k,Men,RIO DE JANEIRO,BRAZIL,20,8,2016,21:30:00,-22.911013,-43.209372,83755099999,BR; SANTOS DUMONT,4.7,22.0,21.0,3.6,1.5,94.1,8,30,-3,0,22.7,26.2,21.3,00:12:37,00:12:58,00:13:03,00:13:04,00:13:04,00:13:06,00:13:07,00:13:09,00:13:09,00:13:09,00:13:09,00:13:10,00:13:04
Olympic,5k,Women,RIO DE JANEIRO,BRAZIL,19,8,2016,21:40:00,-22.911013,-43.209372,83755099999,BR; SANTOS DUMONT,4.7,24.0,21.0,2.6,1.1,83.4,7,20,-3,0,24.6,27.3,22.3,00:14:11,00:14:41,00:14:26,00:14:30,00:14:34,00:14:43,00:14:44,00:14:57,00:14:58,00:15:01,00:15:02,00:15:04,00:14:30
Diamond League,5k,Women,ROME,ITALY,2,6,2016,20:42:00,41.8933203,12.4829321,16235099999,IT; URBE,6.7,18.0,14.0,1.9,0.8,77.5,6,,2,58,17.9,20.4,16.3,00:14:11,00:14:14,00:14:13,00:14:34,00:14:34,00:14:37,00:14:38,00:14:38,00:14:43,00:14:43,00:14:51,00:14:58,00:14:27
Diamond League,5k,Men,SHANGHAI,CHINA,14,5,2016,20:20:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,21.0,19.0,4.0,1.7,88.4,8,10,8,0,21.5,24.5,19.8,00:12:37,00:12:47,00:13:00,00:13:01,00:13:02,00:13:02,00:13:03,00:13:04,00:13:05,00:13:06,00:13:08,00:13:09,00:13:01
Diamond League,5k,Men,stockholm,SWEDEN,16,6,2016,20:15:00,59.3251172,18.0710935,2484099999,SW; STOCKHOLM OBSERVATORIET,2.8,14.0,13.0,1.7,0.7,93.7,9,15,2,0,13.9,17.8,13.1,00:12:37,00:12:47,00:13:03,00:13:04,00:13:06,00:13:06,00:13:12,00:13:13,00:13:17,00:13:20,00:13:23,00:13:26,00:13:04
Diamond League,5k,Men,ZURICH,switzerland,1,9,2016,20:13:00,47.3744489,8.5410422,6660099999,SZ; ZUERICH FLUNTERN,2.2,21.1,13.0,1.5,0.6,59.9,3,13,2,60,20.8,21.8,17.7,00:12:37,00:12:47,00:13:15,00:13:17,00:13:17,00:13:18,00:13:19,00:13:20,00:13:20,00:13:20,00:13:20,00:13:23,00:13:16
Diamond League,5k,Women,brussels,belgium,1,9,2017,20:18:00,50.8436709,4.36743669,6447099999,BE; UCCLE,5.0,12.7,11.5,1.0,0.4,92.4,8,18,2,26,12.4,16.5,11.8,00:14:11,00:14:13,00:14:26,00:14:28,00:14:32,00:14:33,00:14:39,00:14:42,00:14:43,00:14:48,00:14:51,00:14:52,00:14:28
Diamond League,5k,Men,EUGENE,US,27,5,2017,13:13:00,44.0505054,-123.09505,72693024221,OR US; EUGENE MAHLON SWEET FIELD,13.2,10.6,10.0,3.6,1.5,96.1,5,19,-7,0,10.2,14.8,9.9,00:12:37,00:12:47,00:13:01,00:13:01,00:13:01,00:13:03,00:13:05,00:13:08,00:13:10,00:13:11,00:13:13,00:13:13,00:13:01
Diamond League,5k,Men,lausanne,switzerland,6,7,2017,21:04:00,46.5218269,6.6327025,6711099999,SZ; PULLY,2.7,25.9,13.4,1.0,0.4,46.1,2,4,2,135,25.7,24.7,21.3,00:12:37,00:12:47,00:12:55,00:12:56,00:13:00,00:13:07,00:13:26,00:13:28,00:13:34,00:13:38,00:13:41,00:13:46,00:12:57
Diamond League,5k,Men,LONDON,UK,12,8,2017,20:20:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,21.0,10.0,4.7,2.0,49.4,1,20,1,0,20.4,20.7,16.1,00:12:37,00:12:47,00:13:33,00:13:33,00:13:33,00:13:34,00:13:35,00:13:35,00:13:37,00:13:39,00:13:39,00:13:40,00:13:33
World Championships,5k,Men,London,uk,12,8,2017,20:20:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,19.0,10.7,4.6,1.9,58.6,3,20,0,0,18.5,19.8,15.2,,,,,,,,,,,,,#DIV/0!
Diamond League,5k,Women,LONDON,UK,13,8,2017,19:35:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,14.0,9.0,1.9,0.8,71.9,2,25,1,0,13.3,16.4,11.5,00:14:11,00:14:13,00:14:35,00:14:40,00:14:43,00:14:47,00:14:49,00:14:52,00:14:54,00:14:58,00:15:00,00:15:00,00:14:39
World Championships,5k,Women,London,uk,12,8,2017,20:20:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,19.0,10.7,4.6,1.9,58.6,3,20,0,0,18.5,19.8,15.2,,,,,,,,,,,,,#DIV/0!
Diamond League,5k,Women,ROME,ITALY,8,6,2017,21:40:00,41.8933203,12.4829321,16235099999,IT; URBE,6.7,22.0,12.0,1.7,0.7,53.1,2,,2,0,21.6,21.9,17.3,00:14:11,00:14:13,00:14:18,00:14:33,00:14:33,00:14:37,00:14:40,00:14:42,00:14:44,00:14:47,00:15:05,00:15:15,00:14:28
Diamond League,5k,Women,SHANGHAI,CHINA,13,5,2017,20:27:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,20.0,18.0,1.0,0.4,88.3,8,3,8,0,20.4,23.4,18.6,00:14:11,00:14:13,00:14:22,00:14:32,00:14:37,00:14:46,00:14:52,00:14:56,00:15:09,00:15:09,00:15:09,00:15:18,00:14:30
Diamond League,5k,Men,ZURICH,switzerland,24,8,2017,21:14:00,47.3744489,8.5410422,6660099999,SZ; ZUERICH FLUNTERN,2.2,16.0,15.2,1.0,0.4,95.0,8,14,2,0,16.1,19.8,15.1,00:12:37,00:12:47,00:13:06,00:13:06,00:13:06,00:13:07,00:13:10,00:13:13,00:13:14,00:13:18,00:13:25,00:13:56,00:13:06
Diamond League,5k,Men,brussels,belgium,31,8,2018,21:22:00,50.8436709,4.36743669,6447099999,BE; UCCLE,5.0,13.6,4.7,3.0,1.2,54.9,3,22,2,0,12.4,15,9.9,00:12:37,00:12:47,00:12:43,00:12:46,00:12:47,00:12:55,00:12:56,00:12:58,00:12:59,00:13:00,00:13:03,00:13:04,00:12:45
Diamond League,5k,Women,EUGENE,US,26,5,2018,14:10:00,44.0505054,-123.09505,72693024221,OR US; EUGENE MAHLON SWEET FIELD,13.2,7.2,6.1,0.0,0.0,92.7,9,16,-7,0,6.4,11.7,5.2,00:14:11,00:14:13,00:14:27,00:14:30,00:14:35,00:14:51,00:15:01,00:15:02,00:15:10,00:15:10,00:15:11,00:15:11,00:14:31
Common Wealth,5k,Men,Gold Coast, Australia,8,4,2018,16:40:00,-28.002373,153.414598,94580099999,AS; GOLD COAST SEAWAY,7.9,19.8,19.6,2.6,1.1,98.8,8,20,10,0,20.4,24.1,19.4,00:12:37,00:12:56,00:13:51,00:13:53,00:13:54,00:13:55,00:13:59,00:14:00,00:14:04,00:14:11,00:14:14,00:14:17,00:13:53
Common Wealth,5k,Women,Gold Coast, Australia,14,4,2018,15:20:00,-28.002373,153.414598,94580099999,AS; GOLD COAST SEAWAY,7.9,21.9,21.7,4.1,1.7,98.8,8,80,10,0,22.7,26.6,21.6,00:14:11,00:14:31,00:15:13,00:15:15,00:15:26,00:15:30,00:15:35,00:15:35,00:15:36,00:15:39,00:15:47,00:15:47,00:15:18
Diamond League,5k,Men,lausanne,switzerland,5,7,2018,21:02:00,46.5218269,6.6327025,6711099999,SZ; PULLY,2.7,18.2,11.4,2.1,0.9,64.5,4,2,2,133,17.8,19.6,15.9,00:12:37,00:12:47,00:13:01,00:13:03,00:13:04,00:13:04,00:13:05,00:13:06,00:13:07,00:13:08,00:13:11,00:13:14,00:13:02
Diamond League,5k,Men,LONDON,UK,21,7,2018,15:05:00,51.5073219,-0.1276474,3768399999,UK; CITY,12.7,29.0,11.0,3.1,1.3,32.8,0,15,1,209,28,25.5,22.1,00:12:37,00:12:47,00:13:14,00:13:14,00:13:14,00:13:16,00:13:16,00:13:16,00:13:17,00:13:18,00:13:20,00:13:20,00:13:14
Diamond League,5k,Women,RABAT,MOROCCO,13,7,2018,21:05:00,34.022405,-6.834543,60135099999,MO; SALE,8.3,20.4,15.0,2.1,0.9,71.2,5,5,1,0,20.4,22.2,17.6,00:14:11,00:14:13,00:14:22,00:14:22,00:14:23,00:14:23,00:14:24,00:14:43,00:14:53,00:14:56,00:15:12,00:15:21,00:14:22
Diamond League,5k,Men,SHANGHAI,china,12,6,2018,19:13:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,25.0,19.0,3.0,1.2,69.4,5,13,8,0,25.4,26.8,21.9,00:12:37,00:12:47,00:13:10,00:13:10,00:13:10,00:13:11,00:13:11,00:13:11,00:13:11,00:13:13,00:13:14,00:13:25,00:13:10
Diamond League,5k,Men,stockholm,SWEDEN,10,6,2018,16:40:00,59.3251172,18.0710935,2484099999,SW; STOCKHOLM OBSERVATORIET,2.8,26.0,10.0,5.3,2.2,36.6,0,20,2,652,25.6,23.5,22.1,00:12:37,00:12:47,00:13:04,00:13:04,00:13:07,00:13:15,00:13:16,00:13:20,00:13:20,00:13:29,00:13:29,00:13:37,00:13:05
Diamond League,5k,Women,ZURICH,switzerland,30,8,2018,21:20:00,47.3744489,8.5410422,6660099999,SZ; ZUERICH FLUNTERN,2.2,15.4,12.0,1.5,0.6,80.2,7,20,2,0,15.1,18.2,13.4,00:14:11,00:14:13,00:14:38,00:14:39,00:14:41,00:14:44,00:14:44,00:14:50,00:14:58,00:15:03,00:15:04,00:15:08,00:14:39
Diamond League,5k,Women,brussels,belgium,6,9,2019,20:45:00,50.8436709,4.36743669,6447099999,BE; UCCLE,5.0,14.3,14.3,2.0,0.8,100.0,8,15,2,3,14.4,18.5,13.9,00:14:11,00:14:13,00:14:26,00:14:30,00:14:30,00:14:34,00:14:36,00:14:37,00:14:44,00:14:46,00:14:47,00:14:47,00:14:29
World Championships,5k,Men,DOHA,QATAR,30,9,2019,21:20:00,25.2856329,51.5264162,41170099999,QA; DOHA INTERNATIONAL,4.7,31.5,24.7,1.5,0.6,67.4,5,20,3,0,38.1,34,27.8,00:12:37,00:12:53,00:12:59,00:13:00,00:13:01,00:13:02,00:13:03,00:13:03,00:13:05,00:13:05,00:13:15,00:13:27,00:13:00
World Championships,5k,Women,DOHA,QATAR,5,10,2019,21:25:00,25.2856329,51.5264162,41170099999,QA; DOHA INTERNATIONAL,4.7,31.0,17.0,4.1,1.7,43.2,1,5,3,0,31.4,29.1,24.1,00:14:11,00:14:27,00:14:27,00:14:27,00:14:28,00:14:30,00:14:36,00:14:40,00:14:45,00:14:45,00:14:45,00:14:46,00:14:27
Diamond League,5k,Men,lausanne,switzerland,5,7,2019,20:55:00,46.5218269,6.6327025,6711099999,SZ; PULLY,2.7,24.1,12.3,2.1,0.9,47.7,2,5,2,162,23.8,23.2,19.8,00:12:37,00:12:47,00:13:01,00:13:02,00:13:03,00:13:04,00:13:04,00:13:06,00:13:06,00:13:07,00:13:08,00:13:10,00:13:02
Diamond League,5k,Women,LONDON,UK,21,7,2019,14:56:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,23.0,13.0,5.3,2.2,53.4,2,4,1,232,22.7,22.9,19.5,00:14:11,00:14:13,00:14:20,00:14:21,00:14:22,00:14:32,00:14:36,00:14:40,00:14:46,00:14:49,00:14:49,00:14:51,00:14:21
Diamond League,5k,Men,ROME,ITALY,6,6,2019,20:45:00,41.8933203,12.4829321,16235099999,IT; URBE,6.7,23.0,18.0,3.1,1.3,73.5,6,175,2,55,23.3,25.1,20.7,00:12:37,00:12:47,00:12:53,00:12:53,00:12:55,00:12:56,00:12:56,00:12:58,00:13:03,00:13:09,00:13:10,00:13:10,00:12:54
Diamond League,5k,Men,SHANGHAI,CHINA,18,5,2019,19:13:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,19.0,16.0,0.0,0.0,82.8,7,13,8,0,19.1,21.9,16.8,00:12:37,00:12:47,00:13:04,00:13:05,00:13:05,00:13:05,00:13:06,00:13:06,00:13:07,00:13:09,00:13:13,00:13:13,00:13:05
Diamond League,5k,Men,ZURICH,switzerland,29,8,2019,21:21:00,47.3744489,8.5410422,6660099999,SZ; ZUERICH FLUNTERN,2.2,19.5,15.8,0.5,0.2,79.2,7,21,2,0,19.6,22.1,17.2,00:12:37,00:12:47,00:12:57,00:12:58,00:12:59,00:12:59,00:13:00,00:13:01,00:13:06,00:13:14,00:13:18,00:13:21,00:12:58
Olympic,Marathon,Men, Sydney,Australia,1,10,2000,16:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,20.0,-2.0,10.8,4.5,22.6,0,0,10,0,18.6,17.4,12.4,02:05:42,02:09:21,02:10:11,02:10:31,02:11:10,02:11:17,02:12:14,02:13:06,02:13:49,02:14:04,02:14:19,02:14:50,02:10:37
Olympic,Marathon,Women, Sydney,Australia,24,9,2000,9:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,19.0,14.0,1.9,0.8,72.8,6,120,10,254,18.9,21,18.4,02:20:43,02:24:52,02:23:14,02:23:22,02:24:45,02:26:17,02:26:33,02:26:54,02:27:03,02:27:07,02:27:38,02:27:55,02:23:47
World Championships,Marathon,Men,EDMONTON,CANADA,3,8,2001,18:45:00,53.535411,-113.50799,71157099999,CA; EDMONTON MUNICIPAL CR10 ALTA,3.5,27.0,17.0,3.1,1.3,54.4,2,,-6,54,27.7,26.9,22.4,02:05:42,02:10:03,02:12:42,02:12:43,02:13:18,02:13:58,02:14:07,02:15:41,02:16:52,02:17:05,02:17:24,02:17:35,02:12:54
World Championships,Marathon,Women,EDMONTON,CANADA,12,8,2001,8:00:00,53.535411,-113.50799,71157099999,CA; EDMONTON MUNICIPAL CR10 ALTA,3.5,13.0,12.0,3.1,1.3,93.7,9,,-6,0,12.8,16.8,12.2,02:20:43,02:25:17,02:26:01,02:26:06,02:26:18,02:26:33,02:28:17,02:28:36,02:28:40,02:28:54,02:29:57,02:30:38,02:26:08
Common Wealth,Marathon,Men,Manchester, England,28,7,2002,8:30:00,53.4794892,-2.2451148,3334099999,UK; MANCHESTER,14.1,18.0,13.0,4.1,1.7,72.6,5,10,1,685,17.8,20,19.3,02:05:38,02:09:12,02:11:58,02:12:44,02:13:23,02:13:27,02:13:40,02:14:20,02:16:44,02:18:16,02:18:19,02:19:31,02:12:42
Common Wealth,Marathon,Women,Manchester, England,28,7,2002,8:30:00,53.4794892,-2.2451148,3334099999,UK; MANCHESTER,14.1,18.0,13.0,4.1,1.7,72.6,5,10,1,685,17.8,20,19.3,02:18:47,02:25:28,02:30:05,02:34:52,02:36:37,02:39:42,02:40:29,02:41:27,02:45:48,02:45:55,02:47:22,02:49:19,02:33:51
World Championships,Marathon,Men,PARIS,FRANCE,30,8,2003,14:20:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.1,11.0,2.1,0.9,63.3,4,20,2,703,17.6,19.4,19.9,02:05:38,02:10:03,02:08:31,02:08:38,02:09:14,02:09:25,02:09:26,02:09:29,02:10:17,02:10:35,02:10:37,02:10:38,02:08:48
World Championships,Marathon,Women,PARIS,FRANCE,31,8,2003,14:20:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.3,6.8,2.1,0.9,47.0,2,20,2,748,17.4,18.2,19,02:17:18,02:25:17,02:23:55,02:24:14,02:25:09,02:25:25,02:25:31,02:26:29,02:26:33,02:26:49,02:26:53,02:27:26,02:24:26
Olympic,Marathon,Men, ATHENS,GREECE,29,8,2004,18:00:00,37.9839412,23.7283052,16716099999,GR; ATHINAI,11.3,25.2,16.5,3.1,1.3,58.6,3,0,3,318,25.3,25.6,22.8,02:04:55,02:09:21,02:10:55,02:11:29,02:12:11,02:12:26,02:13:11,02:13:24,02:13:30,02:14:17,02:14:19,02:14:50,02:11:32
Olympic,Marathon,Women, ATHENS,GREECE,22,8,2004,18:00:00,37.9839412,23.7283052,16716099999,GR; ATHINAI,11.3,29.0,23.8,0.0,0.0,73.6,6,0,3,259,33.4,32,29.8,02:17:18,02:23:14,02:26:20,02:26:32,02:27:20,02:28:15,02:28:44,02:31:15,02:31:43,02:31:56,02:32:04,02:32:50,02:26:44
World Championships,Marathon,Men,HELSINKI,FINLAND,13,8,2005,14:20:00,60.1674098,24.9425769,2988099999,FI; ISOSAARI,10.2,18.5,16.0,7.0,2.9,85.4,8,40,3,166,18.6,21.6,17.9,02:04:55,02:08:31,02:10:10,02:10:21,02:11:16,02:11:53,02:12:08,02:12:12,02:12:39,02:12:51,02:13:27,02:13:40,02:10:36
World Championships,Marathon,Women,HELSINKI,FINLAND,14,8,2005,14:20:00,60.1674098,24.9425769,2988099999,FI; ISOSAARI,10.2,17.4,15.0,5.0,2.1,85.8,8,40,3,165,17.4,20.5,16.9,02:17:42,02:23:55,02:20:57,02:22:01,02:23:19,02:23:30,02:24:12,02:24:20,02:24:22,02:25:46,02:26:14,02:26:29,02:22:06
Common Wealth,Marathon,Men,Melbourne, Australia,19,3,2006,8:30:00,-37.814217,144.96316,94868099999,AS; MELBOURNE REGIONAL OFFICE,0.4,20.3,11.0,0.5,0.2,55.2,3,90,10,560,19.8,20.6,23.1,02:04:55,02:09:12,02:11:29,02:12:03,02:14:50,02:16:32,02:17:11,02:17:31,02:19:15,02:19:39,02:19:40,02:19:58,02:12:47
Common Wealth,Marathon,Women,Melbourne, Australia,19,3,2006,8:30:00,-37.814217,144.96316,94868099999,AS; MELBOURNE REGIONAL OFFICE,0.4,20.3,11.0,0.5,0.2,55.2,3,90,10,560,19.8,20.6,23.1,02:17:42,02:25:28,02:30:54,02:30:56,02:32:19,02:33:13,02:36:27,02:36:43,02:38:30,02:39:13,02:39:39,02:39:54,02:31:23
World Championships,Marathon,Men,OSAKA,JAPAN,25,8,2007,7:00:00,34.6198813,135.490357,47772099999,JA; OSAKA,7.5,33.1,20.6,3.6,1.5,48.0,2,0,9,890,35.9,32.3,31.2,02:04:55,02:08:31,02:15:59,02:17:18,02:17:25,02:17:41,02:17:42,02:18:06,02:18:35,02:19:21,02:19:36,02:20:25,02:16:54
World Championships,Marathon,Women,OSAKA,JAPAN,2,9,2007,7:00:00,34.6198813,135.490357,47772099999,JA; OSAKA,7.5,32.3,22.4,2.1,0.9,56.1,3,0,9,851,36.6,32.9,32.4,02:17:42,02:20:57,02:30:37,02:30:45,02:30:55,02:31:21,02:31:26,02:31:40,02:32:03,02:32:22,02:32:55,02:33:41,02:30:46
Olympic,Marathon,Men,beijing,CHINA,24,8,2008,7:30:00,39.906217,116.391275,54511099999,CH; BEIJING CAPITAL INTERNATIONAL AIRPORT,25.4,31.0,17.0,5.0,2.1,43.2,1,0,8,878,31.4,29.1,28.1,02:04:26,02:09:21,02:06:32,02:07:16,02:10:00,02:10:21,02:10:24,02:10:35,02:10:52,02:11:11,02:11:59,02:12:33,02:07:56
Olympic,Marathon,Women,beijing,CHINA,17,8,2008,7:30:00,39.906217,116.391275,54511099999,CH; BEIJING CAPITAL INTERNATIONAL AIRPORT,25.4,22.0,19.0,1.0,0.4,83.1,7,0,8,470,22.4,25.1,24.6,02:17:42,02:23:14,02:26:44,02:27:06,02:27:07,02:27:16,02:27:23,02:27:29,02:27:31,02:27:51,02:28:29,02:29:28,02:26:59
World Championships,Marathon,Men,BERLIN,GERMANY,22,8,2009,11:45:00,52.5170365,13.3888599,10384099999,GM; TEMPELHOF,5.0,20.0,12.0,2.5,1.0,60.0,0,,2,621,19.6,20.8,20.5,02:03:59,02:08:31,02:06:54,02:07:48,02:08:35,02:08:42,02:10:46,02:12:05,02:12:12,02:14:04,02:14:05,02:14:06,02:07:46
World Championships,Marathon,Women,BERLIN,GERMANY,23,8,2009,11:15:00,52.5170365,13.3888599,10384099999,GM; TEMPELHOF,5.0,22.0,7.0,1.9,0.8,37.9,0,,2,562,21.2,20.4,20,02:17:42,02:20:57,02:25:15,02:25:25,02:25:32,02:25:39,02:26:08,02:26:50,02:26:57,02:27:39,02:27:48,02:27:53,02:25:24
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,17,10,2010,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,8.0,4.0,3.6,1.5,75.8,6,5,2,0,6.8,11.7,6.1,02:03:59,02:06:18,02:05:43,02:06:10,02:07:22,,,,,,,,02:06:25
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,17,10,2010,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,8.0,4.0,3.6,1.5,75.8,6,5,2,0,6.8,11.7,6.1,02:15:25,02:22:19,02:25:01,02:27:02,02:27:43,,,,,,,,02:26:35
Gold Marathon,Marathon,Men,Berlin,Germany,26,9,2010,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,11.0,11.0,3.1,1.3,100.0,8,10,2,18,10.8,15.3,10.7,02:03:59,02:03:59,02:05:08,02:05:10,02:05:25,,,,,,,,02:05:14
Gold Marathon,Marathon,Women,Berlin,Germany,26,9,2010,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,11.0,11.0,3.1,1.3,100.0,8,10,2,18,10.8,15.3,10.7,02:15:25,02:19:12,02:23:58,02:24:58,02:26:10,,,,,,,,02:25:02
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,19,4,2010,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,1.0,6.1,2.5,61.3,3,0,-4,311,6.5,11.1,7,02:03:59,02:07:14,02:05:52,02:07:23,02:08:39,,,,,,,,02:07:18
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,19,4,2010,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,1.0,6.1,2.5,61.3,3,0,-4,311,6.5,11.1,7,02:15:25,02:20:43,02:26:11,02:26:14,02:28:35,,,,,,,,02:27:00
Gold Marathon,Marathon,Men,Chicago,US,10,10,2010,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.8,11.1,0.0,0.0,64.9,9,21,-5,0,17.3,19.2,14.1,02:03:59,02:05:41,02:06:24,02:06:43,02:08:10,,,,,,,,02:07:06
Gold Marathon,Marathon,Women,Chicago,US,10,10,2010,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.8,11.1,0.0,0.0,64.9,9,21,-5,0,17.3,19.2,14.1,02:15:25,02:17:18,02:23:40,02:26:20,02:26:40,,,,,,,,02:25:33
Common Wealth,Marathon,Men,Delhi, India,14,10,2010,8:30:00,28.6517178,77.2219388,42182099999,IN; SAFDARJUNG,7.6,33.4,15.9,7.2,3.0,35.2,0,30,5.5,791,33.4,30,28,02:03:59,02:09:12,02:14:35,02:15:28,02:15:58,02:18:31,02:19:31,02:20:19,02:20:40,02:21:24,02:23:01,02:24:30,02:15:20
Common Wealth,Marathon,Women,Delhi, India,14,10,2010,8:30:00,28.6517178,77.2219388,42182099999,IN; SAFDARJUNG,7.6,33.4,15.9,7.2,3.0,35.2,0,30,5.5,791,33.4,30,28,02:17:42,02:25:28,02:34:32,02:34:43,02:35:25,02:36:43,02:37:39,02:46:13,02:48:24,02:49:24,02:49:24,02:57:36,02:34:53
Gold Marathon,Marathon,Men,Fukuoka,Japan,5,12,2010,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,15.7,9.4,0.5,0.2,66.2,4,30,9,0,15.1,17.5,12.3,02:03:59,02:05:18,02:08:24,02:10:12,02:10:54,,,,,,,,02:09:50
Gold Marathon,Marathon,Men,Lake Biwa,Japan,7,3,2010,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.0,3.5,4.1,1.7,84.0,8,15,9,0,4.8,10.4,4.7,02:03:59,02:07:34,02:09:34,02:10:07,02:10:46,,,,,,,,02:10:09
Gold Marathon,Marathon,Men,LONDON,UK,25,4,2010,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,11.0,8.0,3.1,1.3,81.7,7,,1,0,10.3,14.4,9.4,02:03:59,02:05:10,02:05:19,02:06:23,02:06:55,,,,,,,,02:06:12
